user,service,value,contextValue,s
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq813
d4guBrpB,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq813
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq813
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq814
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq814
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq814
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq815
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq815
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq815
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq816
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq816
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq816
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq817
93xlxT,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq817
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq817
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq818
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq818
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq818
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq819
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq819
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq819
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq82
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq82
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq82
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq820
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq820
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq820
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq821
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq821
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq821
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq822
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq822
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq822
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq823
93xlxT,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq823
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq823
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq824
d4guBrpB,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq824
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq824
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq825
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq825
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq825
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq826
CuAgSlJwl,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq826
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq826
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq827
d4guBrpB,cortado decaffeinated,1.0,2,http://ontologies/interactioncontext#interactionseq827
d4guBrpB,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq827
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq828
93xlxT,cortado decaffeinated,1.0,2,http://ontologies/interactioncontext#interactionseq828
93xlxT,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq828
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq829
gKUuuzg9,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq829
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq829
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq83
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq83
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq83
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq830
D6F0qp7s7,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq830
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq830
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq831
5pVcV5V,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq831
5pVcV5V,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq831
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq832
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq832
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq832
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq833
d4guBrpB,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq833
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq833
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq834
FmxgvxmU,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq834
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq834
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq835
CuAgSlJwl,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq835
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq835
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq836
5pVcV5V,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq836
5pVcV5V,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq836
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq837
D6F0qp7s7,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq837
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq837
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq838
93xlxT,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq838
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq838
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq839
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq839
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq839
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq84
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq84
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq84
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq840
d4guBrpB,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq840
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq840
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq841
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq841
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq841
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq842
93xlxT,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq842
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq842
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq843
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq843
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq843
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq844
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq844
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq844
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq845
D6F0qp7s7,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq845
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq845
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq846
gKUuuzg9,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq846
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq846
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq847
5pVcV5V,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq847
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq847
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq848
CuAgSlJwl,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq848
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq848
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq849
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq849
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq849
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq85
qpzNDzybrsi,expresso,1.0,0,http://ontologies/interactioncontext#interactionseq85
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq85
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq850
d4guBrpB,cortado decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq850
d4guBrpB,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq850
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq851
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq851
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq851
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq852
93xlxT,cortado decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq852
93xlxT,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq852
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq853
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq853
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq853
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq854
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq854
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq854
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq855
d4guBrpB,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq855
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq855
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq856
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq856
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq856
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq857
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq857
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq857
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq858
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq858
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq858
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq859
93xlxT,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq859
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq859
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq86
2qDLEBNv,long_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq86
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq86
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq860
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq860
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq860
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq861
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq861
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq861
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq862
CuAgSlJwl,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq862
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq862
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq863
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq863
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq863
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq864
D6F0qp7s7,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq864
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq864
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq865
93xlxT,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq865
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq865
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq866
d4guBrpB,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq866
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq866
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq867
CuAgSlJwl,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq867
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq867
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq868
93xlxT,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq868
93xlxT,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq868
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq869
gKUuuzg9,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq869
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq869
TRFKSXv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq87
TRFKSXv,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq87
TRFKSXv,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq87
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq870
FmxgvxmU,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq870
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq870
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq871
5pVcV5V,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq871
5pVcV5V,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq871
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq872
D6F0qp7s7,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq872
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq872
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq873
d4guBrpB,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq873
d4guBrpB,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq873
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq874
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq874
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq874
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq875
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq875
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq875
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq876
d4guBrpB,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq876
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq876
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq877
93xlxT,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq877
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq877
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq878
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq878
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq878
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq879
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq879
5pVcV5V,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq879
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq88
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq88
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq88
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq880
D6F0qp7s7,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq880
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq880
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq881
93xlxT,chocolate,1.0,5,http://ontologies/interactioncontext#interactionseq881
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq881
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq882
d4guBrpB,cortado,1.0,5,http://ontologies/interactioncontext#interactionseq882
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq882
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq883
CuAgSlJwl,milk_coffee,1.0,5,http://ontologies/interactioncontext#interactionseq883
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq883
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq884
gKUuuzg9,milk_coffee,1.0,5,http://ontologies/interactioncontext#interactionseq884
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq884
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq885
D6F0qp7s7,cortado,1.0,5,http://ontologies/interactioncontext#interactionseq885
D6F0qp7s7,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq885
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq886
FmxgvxmU,cortado,1.0,5,http://ontologies/interactioncontext#interactionseq886
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq886
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq887
5pVcV5V,hazelnut_cappuccino,1.0,5,http://ontologies/interactioncontext#interactionseq887
5pVcV5V,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq887
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq888
CuAgSlJwl,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq888
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq888
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq889
5pVcV5V,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq889
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq889
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq89
93xlxT,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq89
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq89
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq890
gKUuuzg9,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq890
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq890
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq891
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq891
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq891
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq892
93xlxT,cortado decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq892
93xlxT,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq892
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq893
d4guBrpB,cortado decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq893
d4guBrpB,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq893
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq894
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq894
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq894
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq895
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq895
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq895
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq896
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq896
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq896
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq897
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq897
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq897
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq898
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq898
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq898
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq899
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq899
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq899
FmxgvxmU,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq9
FmxgvxmU,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq9
FmxgvxmU,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq9
jb1CjU1HF,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq90
jb1CjU1HF,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq90
jb1CjU1HF,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq90
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq900
93xlxT,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq900
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq900
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq901
d4guBrpB,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq901
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq901
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq902
CuAgSlJwl,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq902
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq902
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq903
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq903
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq903
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq904
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq904
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq904
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq905
93xlxT,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq905
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq905
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq906
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq906
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq906
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq907
D6F0qp7s7,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq907
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq907
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq908
d4guBrpB,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq908
d4guBrpB,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq908
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq909
gKUuuzg9,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq909
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq909
M8TX69h8,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq91
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq91
